TotalAmount,CustomerID,Country,CountryRegionCode,Group,PersonID,PersonType,DateFirstPurchase,BirthDate,AGE,MaritalStatus,YearlyIncome,Gender,TotalChildren,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
185.020000,19217,Canada,CA,"North America",16325,IN,"2003-08-28 00:00:00.000000","1956-09-16 00:00:00.000000",69,M,25001-50000,M,2,"High School","Skilled Manual",1,2
132.970000,19218,Southwest,US,"North America",14131,IN,"2003-09-12 00:00:00.000000","1956-10-10 00:00:00.000000",69,M,25001-50000,M,1,"Partial College",Clerical,1,1
78.980000,19219,Northwest,US,"North America",8197,IN,"2003-10-24 00:00:00.000000","1956-12-06 00:00:00.000000",69,M,25001-50000,F,1,"Partial College",Clerical,1,1
97.620000,19220,Canada,CA,"North America",9530,IN,"2003-08-29 00:00:00.000000","1957-01-07 00:00:00.000000",69,M,25001-50000,F,2,"High School","Skilled Manual",0,2
59.980000,19221,Southwest,US,"North America",11120,IN,"2004-05-21 00:00:00.000000","1957-03-26 00:00:00.000000",68,M,25001-50000,F,2,"High School","Skilled Manual",1,2
54.980000,19222,Northwest,US,"North America",17502,IN,"2004-06-14 00:00:00.000000","1957-02-20 00:00:00.000000",68,M,25001-50000,M,2,"High School","Skilled Manual",1,2
84.640000,19223,Canada,CA,"North America",9215,IN,"2003-09-19 00:00:00.000000","1957-12-22 00:00:00.000000",68,M,25001-50000,F,2,"High School","Skilled Manual",1,2
352.520000,19224,Canada,CA,"North America",3109,IN,"2003-11-24 00:00:00.000000","1957-09-21 00:00:00.000000",68,M,25001-50000,F,2,"High School","Skilled Manual",1,2
1218.980000,19225,Southwest,US,"North America",14108,IN,"2003-07-04 00:00:00.000000","1957-10-08 00:00:00.000000",68,M,25001-50000,M,1,"Partial College",Clerical,1,1
119.980000,19226,Southwest,US,"North America",6871,IN,"2004-07-26 00:00:00.000000","1958-10-22 00:00:00.000000",67,M,25001-50000,M,2,"Partial College",Clerical,1,1
69.990000,19227,Northwest,US,"North America",16317,IN,"2003-09-14 00:00:00.000000","1958-08-20 00:00:00.000000",67,M,25001-50000,M,2,"Partial College",Clerical,1,1
123.980000,19228,Northwest,US,"North America",20695,IN,"2004-03-23 00:00:00.000000","1958-03-12 00:00:00.000000",67,M,25001-50000,F,2,"Partial College",Clerical,1,1
123.980000,19229,Southwest,US,"North America",18140,IN,"2004-04-29 00:00:00.000000","1958-08-23 00:00:00.000000",67,S,75001-100000,M,5,"Graduate Degree","Skilled Manual",1,0
78.980000,19230,Southwest,US,"North America",14000,IN,"2004-06-23 00:00:00.000000","1958-05-14 00:00:00.000000",67,M,75001-100000,F,5,"Graduate Degree","Skilled Manual",1,0
69.990000,19231,Southwest,US,"North America",18806,IN,"2003-12-30 00:00:00.000000","1958-04-15 00:00:00.000000",67,M,75001-100000,F,5,"Graduate Degree","Skilled Manual",1,0
60.960000,19232,Canada,CA,"North America",17791,IN,"2003-11-29 00:00:00.000000","1959-11-13 00:00:00.000000",66,S,50001-75000,F,4,"Graduate Degree","Skilled Manual",1,0
69.990000,19233,Southwest,US,"North America",12755,IN,"2003-10-11 00:00:00.000000","1959-05-06 00:00:00.000000",66,M,50001-75000,M,4,"Graduate Degree","Skilled Manual",1,0
119.980000,19234,Southwest,US,"North America",5371,IN,"2004-06-13 00:00:00.000000","1972-05-16 00:00:00.000000",53,S,25001-50000,M,4,"High School","Skilled Manual",0,2
119.980000,19235,Southwest,US,"North America",12700,IN,"2004-04-16 00:00:00.000000","1972-08-05 00:00:00.000000",53,M,25001-50000,F,0,"Graduate Degree","Skilled Manual",1,0
119.980000,19236,Northwest,US,"North America",9636,IN,"2004-06-21 00:00:00.000000","1972-08-12 00:00:00.000000",53,M,25001-50000,F,0,"Graduate Degree","Skilled Manual",1,0
69.990000,19237,Northwest,US,"North America",14309,IN,"2004-06-03 00:00:00.000000","1973-04-17 00:00:00.000000",52,M,25001-50000,F,0,"Graduate Degree","Skilled Manual",1,0
69.990000,19238,Northwest,US,"North America",2457,IN,"2003-11-14 00:00:00.000000","1973-02-07 00:00:00.000000",52,M,25001-50000,F,1,"Graduate Degree","Skilled Manual",1,0
78.980000,19239,Northwest,US,"North America",13530,IN,"2004-06-22 00:00:00.000000","1973-10-18 00:00:00.000000",52,M,25001-50000,M,1,"Graduate Degree","Skilled Manual",1,0
1155.480000,19240,Southwest,US,"North America",13891,IN,"2003-07-25 00:00:00.000000","1973-04-20 00:00:00.000000",52,M,25001-50000,F,1,"Graduate Degree","Skilled Manual",1,0
148.470000,19241,Southwest,US,"North America",15604,IN,"2003-08-19 00:00:00.000000","1973-07-03 00:00:00.000000",52,M,25001-50000,F,1,"Graduate Degree","Skilled Manual",1,0
69.990000,19242,Southwest,US,"North America",4972,IN,"2003-10-30 00:00:00.000000","1973-11-04 00:00:00.000000",52,M,25001-50000,M,1,"Graduate Degree","Skilled Manual",1,0
69.990000,19243,Southwest,US,"North America",17614,IN,"2003-12-06 00:00:00.000000","1973-04-28 00:00:00.000000",52,M,25001-50000,M,1,"Graduate Degree","Skilled Manual",1,0
133.490000,19244,Southwest,US,"North America",14289,IN,"2003-11-03 00:00:00.000000","1973-06-08 00:00:00.000000",52,M,25001-50000,M,1,"Graduate Degree","Skilled Manual",1,0
119.980000,19245,Southwest,US,"North America",16974,IN,"2004-01-07 00:00:00.000000","1971-02-27 00:00:00.000000",54,M,50001-75000,M,1,"Graduate Degree","Skilled Manual",1,0
69.990000,19246,Northwest,US,"North America",16183,IN,"2004-01-11 00:00:00.000000","1971-08-09 00:00:00.000000",54,M,50001-75000,M,1,"Graduate Degree","Skilled Manual",1,0
24.990000,19247,"United Kingdom",GB,Europe,8982,IN,"2003-08-17 00:00:00.000000","1968-05-07 00:00:00.000000",57,M,0-25000,F,1,"Graduate Degree",Manual,1,0
147.280000,19248,Germany,DE,Europe,8706,IN,"2004-02-01 00:00:00.000000","1962-02-26 00:00:00.000000",63,M,0-25000,F,1,"Graduate Degree",Manual,1,0
63.970000,19249,Germany,DE,Europe,20343,IN,"2004-03-01 00:00:00.000000","1961-12-03 00:00:00.000000",64,M,0-25000,M,1,"Bachelors ",Manual,1,0
31.270000,19250,Germany,DE,Europe,12366,IN,"2004-02-04 00:00:00.000000","1961-01-02 00:00:00.000000",65,M,0-25000,F,1,"Bachelors ",Manual,1,0
27.280000,19251,Germany,DE,Europe,19498,IN,"2004-02-07 00:00:00.000000","1961-02-07 00:00:00.000000",64,M,0-25000,M,1,"Graduate Degree",Clerical,1,0
94.970000,19252,France,FR,Europe,19832,IN,"2003-10-01 00:00:00.000000","1956-02-28 00:00:00.000000",69,M,0-25000,F,2,"Partial College",Manual,1,0
1540.427500,19253,"United Kingdom",GB,Europe,3335,IN,"2002-08-15 00:00:00.000000","1956-03-22 00:00:00.000000",69,S,0-25000,F,1,"Bachelors ",Clerical,1,0
2701.427500,19254,Germany,DE,Europe,1782,IN,"2003-04-13 00:00:00.000000","1956-11-07 00:00:00.000000",69,S,0-25000,M,1,"Bachelors ",Clerical,1,0
2483.980000,19255,France,FR,Europe,8074,IN,"2002-09-01 00:00:00.000000","1955-02-14 00:00:00.000000",70,S,0-25000,M,2,"Partial College",Manual,1,1
2518.970000,19256,France,FR,Europe,3986,IN,"2002-09-14 00:00:00.000000","1955-03-11 00:00:00.000000",70,M,0-25000,F,1,"Bachelors ",Clerical,1,0
2739.897500,19257,Germany,DE,Europe,18831,IN,"2003-04-30 00:00:00.000000","1954-01-16 00:00:00.000000",72,M,0-25000,F,2,"Partial College",Manual,1,1
1574.417500,19258,"United Kingdom",GB,Europe,19434,IN,"2002-08-25 00:00:00.000000","1954-05-21 00:00:00.000000",71,M,0-25000,M,2,"Partial College",Manual,1,1
28.980000,19259,Germany,DE,Europe,11548,IN,"2003-10-25 00:00:00.000000","1937-01-22 00:00:00.000000",88,M,0-25000,F,1,"Bachelors ",Clerical,1,0
1592.707500,19260,"United Kingdom",GB,Europe,16384,IN,"2002-08-20 00:00:00.000000","1939-07-08 00:00:00.000000",86,S,0-25000,F,1,"Bachelors ",Clerical,1,0
82.970000,19261,"United Kingdom",GB,Europe,2634,IN,"2004-03-14 00:00:00.000000","1940-05-26 00:00:00.000000",85,M,0-25000,F,1,"Bachelors ",Clerical,1,0
24.990000,19262,"United Kingdom",GB,Europe,10521,IN,"2003-08-16 00:00:00.000000","1942-11-27 00:00:00.000000",83,M,25001-50000,F,1,"Bachelors ",Clerical,1,0
1587.407500,19263,"United Kingdom",GB,Europe,4451,IN,"2002-09-11 00:00:00.000000","1942-11-07 00:00:00.000000",83,M,25001-50000,F,1,"Bachelors ",Clerical,1,0
4132.240000,19264,Australia,AU,Pacific,16120,IN,"2002-02-11 00:00:00.000000","1980-09-21 00:00:00.000000",45,S,0-25000,M,0,"Partial College",Manual,0,1
42.280000,19265,Australia,AU,Pacific,5351,IN,"2004-05-28 00:00:00.000000","1979-02-23 00:00:00.000000",46,M,0-25000,M,0,"Partial College",Manual,0,1
42.280000,19266,Australia,AU,Pacific,9268,IN,"2003-11-26 00:00:00.000000","1979-10-06 00:00:00.000000",46,M,0-25000,M,0,"Partial College",Manual,0,1
42.280000,19267,Australia,AU,Pacific,11574,IN,"2004-06-17 00:00:00.000000","1979-02-06 00:00:00.000000",46,M,0-25000,M,0,"Partial College",Manual,1,1
39.990000,19268,Australia,AU,Pacific,20138,IN,"2004-07-18 00:00:00.000000","1978-11-11 00:00:00.000000",47,M,0-25000,F,0,"Partial College",Manual,0,1
4118.260000,19269,Australia,AU,Pacific,18570,IN,"2002-02-04 00:00:00.000000","1977-03-23 00:00:00.000000",48,S,0-25000,F,0,"High School",Manual,0,2
4127.250000,19270,Australia,AU,Pacific,20366,IN,"2002-02-04 00:00:00.000000","1979-12-26 00:00:00.000000",46,M,0-25000,M,0,"Bachelors ",Clerical,1,0
4153.250000,19271,Australia,AU,Pacific,16116,IN,"2002-02-03 00:00:00.000000","1978-05-15 00:00:00.000000",47,M,0-25000,M,0,"Bachelors ",Clerical,1,0
13.980000,19272,France,FR,Europe,17103,IN,"2003-12-31 00:00:00.000000","1943-01-19 00:00:00.000000",83,M,0-25000,M,1,"Partial College",Manual,1,0
39.980000,19273,France,FR,Europe,2725,IN,"2004-01-30 00:00:00.000000","1943-01-24 00:00:00.000000",82,M,0-25000,F,2,"Partial College",Manual,1,0
2701.427500,19274,Germany,DE,Europe,17396,IN,"2003-04-05 00:00:00.000000","1943-01-09 00:00:00.000000",83,M,0-25000,F,2,"Partial College",Manual,1,1
13.980000,19275,France,FR,Europe,2599,IN,"2003-09-27 00:00:00.000000","1961-12-21 00:00:00.000000",64,M,0-25000,M,1,"Partial College",Manual,1,0
2547.950000,19276,France,FR,Europe,11199,IN,"2002-10-23 00:00:00.000000","1961-08-10 00:00:00.000000",64,S,0-25000,M,1,"Partial College",Manual,0,0
39.980000,19277,France,FR,Europe,15737,IN,"2003-08-14 00:00:00.000000","1960-07-27 00:00:00.000000",65,M,0-25000,M,1,"High School",Manual,1,1
1575.417500,19278,"United Kingdom",GB,Europe,13356,IN,"2002-09-09 00:00:00.000000","1960-07-13 00:00:00.000000",65,S,0-25000,M,1,"Partial College",Manual,0,0
63.970000,19279,"United Kingdom",GB,Europe,12734,IN,"2004-03-07 00:00:00.000000","1960-03-05 00:00:00.000000",65,S,0-25000,M,1,"Partial College",Manual,0,0
2537.970000,19280,France,FR,Europe,8351,IN,"2002-11-11 00:00:00.000000","1958-08-27 00:00:00.000000",67,M,0-25000,M,2,"Partial College",Manual,1,1
67.970000,19281,France,FR,Europe,5979,IN,"2004-03-03 00:00:00.000000","1958-04-17 00:00:00.000000",67,S,0-25000,F,2,"Partial College",Manual,1,1
2520.910000,19282,France,FR,Europe,3182,IN,"2002-11-27 00:00:00.000000","1958-05-08 00:00:00.000000",67,M,25001-50000,F,1,"Graduate Degree",Clerical,1,0
2764.407500,19283,Germany,DE,Europe,14256,IN,"2003-04-26 00:00:00.000000","1958-07-11 00:00:00.000000",67,M,25001-50000,M,1,"Graduate Degree",Clerical,1,0
2736.417500,19284,Germany,DE,Europe,13549,IN,"2003-04-25 00:00:00.000000","1958-04-10 00:00:00.000000",67,M,25001-50000,F,1,"Graduate Degree",Clerical,1,0
2751.417500,19285,Germany,DE,Europe,8602,IN,"2003-05-08 00:00:00.000000","1960-08-11 00:00:00.000000",65,M,25001-50000,F,3,"Bachelors ",Clerical,1,0
2755.417500,19286,Germany,DE,Europe,20633,IN,"2003-05-17 00:00:00.000000","1960-03-02 00:00:00.000000",65,M,25001-50000,F,3,"Bachelors ",Clerical,1,0
2508.970000,19287,France,FR,Europe,19362,IN,"2002-11-27 00:00:00.000000","1959-07-27 00:00:00.000000",66,M,25001-50000,M,3,"Bachelors ",Clerical,1,0
2736.417500,19288,Germany,DE,Europe,17789,IN,"2003-05-31 00:00:00.000000","1959-06-07 00:00:00.000000",66,M,25001-50000,F,3,"Bachelors ",Clerical,1,0
2765.397500,19289,Germany,DE,Europe,15886,IN,"2003-05-30 00:00:00.000000","1959-10-26 00:00:00.000000",66,M,25001-50000,M,3,"Bachelors ",Clerical,1,0
1605.397500,19290,"United Kingdom",GB,Europe,7824,IN,"2002-09-29 00:00:00.000000","1958-05-06 00:00:00.000000",67,S,25001-50000,M,1,"Bachelors ",Clerical,1,0
28.980000,19291,"United Kingdom",GB,Europe,12265,IN,"2003-09-11 00:00:00.000000","1970-11-26 00:00:00.000000",55,S,0-25000,F,2,"High School",Manual,1,0
2518.970000,19292,France,FR,Europe,6566,IN,"2002-11-18 00:00:00.000000","1970-12-07 00:00:00.000000",55,M,25001-50000,M,0,"Bachelors ",Clerical,1,0
2533.970000,19293,France,FR,Europe,20270,IN,"2002-12-25 00:00:00.000000","1970-08-28 00:00:00.000000",55,M,25001-50000,F,0,"Bachelors ",Clerical,1,0
2820.387500,19294,Germany,DE,Europe,4048,IN,"2003-05-13 00:00:00.000000","1970-09-07 00:00:00.000000",55,M,25001-50000,M,0,"Bachelors ",Clerical,1,0
2483.980000,19295,France,FR,Europe,10241,IN,"2002-12-13 00:00:00.000000","1969-07-26 00:00:00.000000",56,S,0-25000,F,2,"High School",Manual,1,1
2547.950000,19296,France,FR,Europe,5429,IN,"2002-12-16 00:00:00.000000","1969-01-04 00:00:00.000000",57,S,0-25000,M,0,"Partial College",Manual,0,1
2542.960000,19297,France,FR,Europe,3792,IN,"2002-12-03 00:00:00.000000","1969-08-21 00:00:00.000000",56,S,25001-50000,M,0,"Bachelors ",Clerical,1,0
4535.277500,19298,Germany,DE,Europe,8792,IN,"2003-05-31 00:00:00.000000","1969-10-11 00:00:00.000000",56,S,25001-50000,F,0,"Graduate Degree","Skilled Manual",1,0
1587.407500,19299,"United Kingdom",GB,Europe,17873,IN,"2002-09-09 00:00:00.000000","1969-10-12 00:00:00.000000",56,M,25001-50000,F,0,"Graduate Degree","Skilled Manual",1,0
36.930000,19300,Germany,DE,Europe,6934,IN,"2004-03-13 00:00:00.000000","1952-04-10 00:00:00.000000",73,M,0-25000,M,3,"Partial College",Manual,0,2
1590.417500,19301,"United Kingdom",GB,Europe,2442,IN,"2002-09-03 00:00:00.000000","1952-03-01 00:00:00.000000",73,M,0-25000,F,2,"Partial College",Manual,1,1
1577.387500,19302,"United Kingdom",GB,Europe,9376,IN,"2002-10-19 00:00:00.000000","1951-08-11 00:00:00.000000",74,S,0-25000,M,3,"Partial College",Manual,1,2
39.980000,19303,France,FR,Europe,1783,IN,"2004-07-14 00:00:00.000000","1951-10-11 00:00:00.000000",74,M,0-25000,M,3,"High School",Manual,0,2
83.970000,19304,Germany,DE,Europe,9910,IN,"2004-07-17 00:00:00.000000","1953-07-10 00:00:00.000000",72,S,0-25000,F,2,"High School",Manual,1,2
1622.397500,19305,"United Kingdom",GB,Europe,10404,IN,"2002-10-20 00:00:00.000000","1968-02-22 00:00:00.000000",57,S,0-25000,F,2,"High School",Manual,1,1
29.480000,19306,France,FR,Europe,15438,IN,"2004-01-14 00:00:00.000000","1968-02-14 00:00:00.000000",57,M,0-25000,F,3,"High School",Manual,0,0
148.980000,19307,"United Kingdom",GB,Europe,14567,IN,"2004-04-29 00:00:00.000000","1968-09-08 00:00:00.000000",57,M,0-25000,M,1,"Partial College",Manual,1,0
1549.417500,19308,"United Kingdom",GB,Europe,16312,IN,"2002-10-15 00:00:00.000000","1968-04-18 00:00:00.000000",57,M,25001-50000,F,1,"Bachelors ",Clerical,1,0
2518.970000,19309,France,FR,Europe,18354,IN,"2002-12-05 00:00:00.000000","1968-11-22 00:00:00.000000",57,M,25001-50000,M,1,"Bachelors ",Clerical,1,0
1611.460000,19310,France,FR,Europe,3114,IN,"2002-12-02 00:00:00.000000","1968-04-16 00:00:00.000000",57,M,25001-50000,F,0,"Graduate Degree",Clerical,1,0
4640.257500,19311,Germany,DE,Europe,17839,IN,"2003-05-03 00:00:00.000000","1968-03-26 00:00:00.000000",57,M,25001-50000,F,0,"Graduate Degree",Clerical,1,0
1564.697500,19312,"United Kingdom",GB,Europe,17522,IN,"2002-11-06 00:00:00.000000","1968-01-19 00:00:00.000000",58,M,25001-50000,F,0,"Bachelors ",Clerical,1,0
2533.460000,19313,France,FR,Europe,4892,IN,"2002-12-29 00:00:00.000000","1967-03-11 00:00:00.000000",58,S,0-25000,M,3,"High School",Manual,1,1
2730.407500,19314,Germany,DE,Europe,5318,IN,"2003-05-03 00:00:00.000000","1967-03-16 00:00:00.000000",58,S,0-25000,M,3,"Partial High School",Manual,1,1
2537.970000,19315,France,FR,Europe,4317,IN,"2002-12-14 00:00:00.000000","1967-09-03 00:00:00.000000",58,S,0-25000,M,1,"Partial College",Manual,0,1
2701.427500,19316,Germany,DE,Europe,19463,IN,"2003-06-22 00:00:00.000000","1967-05-24 00:00:00.000000",58,M,0-25000,M,1,"Partial College",Manual,1,1
4.990000,19317,France,FR,Europe,10179,IN,"2003-10-18 00:00:00.000000","1967-03-16 00:00:00.000000",58,S,0-25000,F,1,"Partial College",Manual,0,1
2537.970000,19318,France,FR,Europe,14664,IN,"2003-01-02 00:00:00.000000","1967-06-02 00:00:00.000000",58,S,25001-50000,M,1,"Bachelors ",Clerical,0,0
2562.460000,19319,France,FR,Europe,5649,IN,"2003-01-30 00:00:00.000000","1967-02-02 00:00:00.000000",58,S,25001-50000,M,1,"Bachelors ",Clerical,0,1
1981.960000,19320,France,FR,Europe,17260,IN,"2003-01-10 00:00:00.000000","1966-11-03 00:00:00.000000",59,S,0-25000,F,1,"High School",Manual,0,1
2736.417500,19321,Germany,DE,Europe,4074,IN,"2003-06-01 00:00:00.000000","1966-08-12 00:00:00.000000",59,M,0-25000,M,1,"High School",Manual,1,1
1565.427500,19322,"United Kingdom",GB,Europe,10768,IN,"2002-11-12 00:00:00.000000","1966-04-17 00:00:00.000000",59,S,0-25000,M,1,"High School",Manual,0,1
1584.760000,19323,France,FR,Europe,15411,IN,"2003-02-08 00:00:00.000000","1967-03-13 00:00:00.000000",58,M,25001-50000,M,0,"Bachelors ",Clerical,1,0
1602.470000,19324,France,FR,Europe,14037,IN,"2003-02-12 00:00:00.000000","1967-10-10 00:00:00.000000",58,M,25001-50000,F,0,"Bachelors ",Clerical,1,0
4245.218200,19325,Germany,DE,Europe,12049,IN,"2001-08-19 00:00:00.000000","1967-03-15 00:00:00.000000",58,M,25001-50000,F,0,"Bachelors ",Clerical,1,0
1903.480000,19326,France,FR,Europe,4633,IN,"2003-02-22 00:00:00.000000","1966-09-14 00:00:00.000000",59,M,25001-50000,M,1,"Bachelors ",Clerical,1,1
4.990000,19327,France,FR,Europe,15433,IN,"2003-08-13 00:00:00.000000","1966-08-03 00:00:00.000000",59,M,25001-50000,F,1,"Bachelors ","Skilled Manual",1,2
27.280000,19328,"United Kingdom",GB,Europe,20371,IN,"2003-10-16 00:00:00.000000","1965-03-13 00:00:00.000000",60,S,0-25000,M,4,"Partial High School",Manual,1,2
2459.068200,19329,Germany,DE,Europe,15463,IN,"2001-08-29 00:00:00.000000","1965-10-20 00:00:00.000000",60,S,0-25000,F,2,"High School",Manual,1,0
31.270000,19330,Germany,DE,Europe,17038,IN,"2004-03-04 00:00:00.000000","1965-04-02 00:00:00.000000",60,S,0-25000,M,2,"High School",Manual,1,1
28.980000,19331,Germany,DE,Europe,5545,IN,"2004-06-30 00:00:00.000000","1965-09-03 00:00:00.000000",60,S,0-25000,M,2,"High School",Manual,1,1
82.970000,19332,Germany,DE,Europe,3107,IN,"2003-09-14 00:00:00.000000","1965-07-18 00:00:00.000000",60,M,25001-50000,M,1,"Bachelors ","Skilled Manual",1,2
35.230000,19333,Germany,DE,Europe,15401,IN,"2004-05-30 00:00:00.000000","1965-07-14 00:00:00.000000",60,M,25001-50000,F,1,"Bachelors ","Skilled Manual",1,2
63.970000,19334,"United Kingdom",GB,Europe,10329,IN,"2003-09-13 00:00:00.000000","1964-04-06 00:00:00.000000",61,S,0-25000,F,3,"Partial High School",Manual,1,2
1957.470000,19335,France,FR,Europe,3365,IN,"2003-02-09 00:00:00.000000","1964-08-17 00:00:00.000000",61,S,0-25000,M,3,"High School",Manual,1,0
1957.470000,19336,France,FR,Europe,17014,IN,"2003-02-28 00:00:00.000000","1964-03-10 00:00:00.000000",61,S,0-25000,M,3,"High School",Manual,1,0
1575.417500,19337,"United Kingdom",GB,Europe,3684,IN,"2002-12-12 00:00:00.000000","1964-12-15 00:00:00.000000",61,S,0-25000,F,3,"High School",Manual,1,0
1583.450000,19338,France,FR,Europe,15111,IN,"2003-02-26 00:00:00.000000","1966-04-06 00:00:00.000000",59,M,25001-50000,F,0,"Bachelors ",Professional,0,0
4315.898200,19339,Germany,DE,Europe,14839,IN,"2001-09-28 00:00:00.000000","1966-06-23 00:00:00.000000",59,M,25001-50000,M,0,"Bachelors ",Professional,1,0
4313.888200,19340,Germany,DE,Europe,15017,IN,"2001-10-29 00:00:00.000000","1966-02-15 00:00:00.000000",59,M,25001-50000,F,0,"Bachelors ",Professional,1,0
3498.777500,19341,"United Kingdom",GB,Europe,6583,IN,"2002-12-25 00:00:00.000000","1966-08-24 00:00:00.000000",59,M,25001-50000,M,0,"Bachelors ",Professional,1,0
31.270000,19342,"United Kingdom",GB,Europe,5839,IN,"2003-11-07 00:00:00.000000","1963-04-09 00:00:00.000000",62,S,25001-50000,F,2,"Partial College",Clerical,1,0
1952.450000,19343,France,FR,Europe,13033,IN,"2003-02-04 00:00:00.000000","1963-08-03 00:00:00.000000",62,S,25001-50000,M,2,"Partial College",Clerical,1,0
186.280000,19344,Germany,DE,Europe,5769,IN,"2003-08-01 00:00:00.000000","1963-12-20 00:00:00.000000",62,S,25001-50000,F,2,"Partial College",Clerical,1,0
69.970000,19345,Germany,DE,Europe,3219,IN,"2003-10-02 00:00:00.000000","1965-08-22 00:00:00.000000",60,M,25001-50000,F,2,"Partial College",Clerical,0,1
21.490000,19346,"United Kingdom",GB,Europe,4629,IN,"2003-08-06 00:00:00.000000","1965-10-15 00:00:00.000000",60,M,25001-50000,F,1,"Bachelors ","Skilled Manual",1,0
27.770000,19347,"United Kingdom",GB,Europe,4530,IN,"2004-07-14 00:00:00.000000","1965-09-04 00:00:00.000000",60,M,25001-50000,M,1,"Bachelors ","Skilled Manual",1,0
21.490000,19348,"United Kingdom",GB,Europe,9645,IN,"2003-08-31 00:00:00.000000","1965-03-18 00:00:00.000000",60,M,25001-50000,F,1,"Bachelors ","Skilled Manual",1,0
69.970000,19349,Germany,DE,Europe,5096,IN,"2004-03-11 00:00:00.000000","1964-08-12 00:00:00.000000",61,S,25001-50000,M,2,"Partial College",Clerical,1,2
23.780000,19350,"United Kingdom",GB,Europe,16276,IN,"2003-10-22 00:00:00.000000","1964-03-20 00:00:00.000000",61,M,25001-50000,F,1,"Bachelors ","Skilled Manual",1,0
4.990000,19351,France,FR,Europe,8119,IN,"2003-10-24 00:00:00.000000","1963-04-22 00:00:00.000000",62,S,25001-50000,M,2,"Partial College",Clerical,1,2
13.980000,19352,France,FR,Europe,9752,IN,"2003-10-23 00:00:00.000000","1963-11-12 00:00:00.000000",62,S,25001-50000,M,2,"Partial College",Clerical,1,2
2400.088200,19353,Germany,DE,Europe,13866,IN,"2001-10-19 00:00:00.000000","1963-08-13 00:00:00.000000",62,S,25001-50000,F,3,"Partial College",Clerical,1,0
37.270000,19354,Germany,DE,Europe,17867,IN,"2004-06-02 00:00:00.000000","1977-03-01 00:00:00.000000",48,S,0-25000,F,0,"High School",Manual,0,1
24.990000,19355,"United Kingdom",GB,Europe,14754,IN,"2004-02-26 00:00:00.000000","1977-02-08 00:00:00.000000",48,S,0-25000,M,0,"High School",Manual,0,1
78.960000,19356,Germany,DE,Europe,2613,IN,"2004-06-29 00:00:00.000000","1976-11-10 00:00:00.000000",49,M,0-25000,M,4,"High School",Manual,0,1
2478.568200,19357,Germany,DE,Europe,6558,IN,"2001-11-10 00:00:00.000000","1979-11-26 00:00:00.000000",46,S,25001-50000,M,3,"Partial College",Clerical,1,1
13.980000,19358,France,FR,Europe,6419,IN,"2004-03-13 00:00:00.000000","1978-06-18 00:00:00.000000",47,S,0-25000,M,0,"High School",Manual,1,1
3478.777500,19359,"United Kingdom",GB,Europe,14815,IN,"2002-12-29 00:00:00.000000","1963-08-20 00:00:00.000000",62,M,25001-50000,M,1,"Bachelors ","Skilled Manual",1,0
3511.757500,19360,"United Kingdom",GB,Europe,13967,IN,"2002-12-20 00:00:00.000000","1963-04-04 00:00:00.000000",62,M,25001-50000,F,1,"Bachelors ","Skilled Manual",1,0
3478.777500,19361,"United Kingdom",GB,Europe,17610,IN,"2002-12-03 00:00:00.000000","1963-09-25 00:00:00.000000",62,M,25001-50000,F,1,"Bachelors ","Skilled Manual",1,0
3443.787500,19362,"United Kingdom",GB,Europe,5155,IN,"2002-12-10 00:00:00.000000","1963-08-13 00:00:00.000000",62,M,25001-50000,M,1,"Bachelors ","Skilled Manual",1,0
4.990000,19363,France,FR,Europe,7664,IN,"2003-11-17 00:00:00.000000","1962-06-04 00:00:00.000000",63,S,25001-50000,F,1,"Partial College",Clerical,1,1
4312.908200,19364,Germany,DE,Europe,12557,IN,"2001-11-07 00:00:00.000000","1962-10-20 00:00:00.000000",63,M,25001-50000,M,1,"Bachelors ","Skilled Manual",1,0
4321.888200,19365,Germany,DE,Europe,9118,IN,"2001-12-22 00:00:00.000000","1962-07-03 00:00:00.000000",63,M,25001-50000,M,1,"Bachelors ","Skilled Manual",1,1
1617.460000,19366,France,FR,Europe,11424,IN,"2003-03-02 00:00:00.000000","1962-04-03 00:00:00.000000",63,M,25001-50000,F,1,"Bachelors ","Skilled Manual",1,1
58.980000,19367,France,FR,Europe,15905,IN,"2004-06-24 00:00:00.000000","1978-08-17 00:00:00.000000",47,S,25001-50000,M,3,"Partial College",Clerical,1,2
32.280000,19368,Germany,DE,Europe,19858,IN,"2004-05-17 00:00:00.000000","1978-03-26 00:00:00.000000",47,S,25001-50000,F,4,"Partial College",Clerical,1,1
63.970000,19369,"United Kingdom",GB,Europe,4065,IN,"2003-10-02 00:00:00.000000","1978-04-02 00:00:00.000000",47,S,25001-50000,M,4,"Partial College",Clerical,1,3
4.990000,19370,France,FR,Europe,8725,IN,"2004-02-24 00:00:00.000000","1977-06-24 00:00:00.000000",48,S,0-25000,M,0,"High School",Manual,0,1
32.280000,19371,Germany,DE,Europe,11122,IN,"2004-05-03 00:00:00.000000","1977-06-07 00:00:00.000000",48,S,25001-50000,M,0,"Partial College",Clerical,0,1
29.480000,19372,France,FR,Europe,6824,IN,"2004-02-26 00:00:00.000000","1976-06-18 00:00:00.000000",49,S,0-25000,F,0,"High School",Manual,1,1
